"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
6.436477267E2,6.500702833E1,2.545142333E1,-3.465693514E0,1.248201370E0,3.079700012E2,1.899999976E0,1.820000076E1
6.446477267E2,6.500703833E1,2.545139500E1,-3.365699338E0,1.242024779E0,3.080899963E2,2.000000000E0,1.800000000E1
6.456477267E2,6.500704667E1,2.545136333E1,-3.365704723E0,1.273937464E0,3.006199951E2,2.000000000E0,1.820000076E1
6.466477267E2,6.500705500E1,2.545133167E1,-3.265710109E0,1.328498006E0,3.071499939E2,2.099999905E0,1.889999962E1
6.476477267E2,6.500706000E1,2.545130167E1,-3.165714066E0,1.344969153E0,3.019700012E2,2.099999905E0,1.829999924E1
6.486477267E2,6.500706333E1,2.545127333E1,-3.065717255E0,1.347028017E0,2.969100037E2,2.099999905E0,1.770000076E1
6.496477267E2,6.500706667E1,2.545123833E1,-2.865720884E0,1.360925555E0,2.987999878E2,2.099999905E0,1.739999962E1
6.506477267E2,6.500707500E1,2.545121000E1,-2.665726051E0,1.373793602E0,3.067099915E2,2.099999905E0,1.720000076E1
6.516477267E2,6.500708167E1,2.545118167E1,-2.565730559E0,1.386661649E0,3.049299927E2,2.099999905E0,1.720000076E1
6.526477267E2,6.500709000E1,2.545115833E1,-2.365735397E0,1.379970312E0,3.042799988E2,2.000000000E0,1.710000038E1
6.536477267E2,6.500709833E1,2.545113000E1,-2.065740565E0,1.427839398E0,2.959700012E2,2.000000000E0,1.450000000E1
6.546477267E2,6.500710667E1,2.545110000E1,-1.865745844E0,1.412397742E0,2.937999878E2,2.000000000E0,1.439999962E1
6.556477267E2,6.500711333E1,2.545107333E1,-1.565750243E0,1.355263591E0,2.944200134E2,1.899999976E0,1.389999962E1
6.566477267E2,6.500712167E1,2.545104833E1,-1.565755192E0,1.325409770E0,2.994700012E2,1.899999976E0,1.369999981E1
6.576477267E2,6.500713000E1,2.545101833E1,-1.465760472E0,1.338792443E0,3.054500122E2,1.899999976E0,1.380000019E1
6.586477267E2,6.500713833E1,2.545098667E1,-1.465765862E0,1.340851426E0,3.072200012E2,1.899999976E0,1.400000000E1
6.596477267E2,6.500714833E1,2.545096167E1,-1.365771472E0,1.351145864E0,2.914100037E2,1.899999976E0,1.400000000E1
6.606477267E2,6.500715500E1,2.545093000E1,-1.365776204E0,1.375852466E0,2.934400024E2,1.899999976E0,1.360000038E1
6.616477267E2,6.500716167E1,2.545090333E1,-1.265780605E0,1.386661649E0,2.957300110E2,1.899999976E0,1.350000000E1
6.626477267E2,6.500717000E1,2.545087833E1,-1.165785556E0,1.401073933E0,3.085100098E2,1.899999976E0,1.389999962E1
6.636477267E2,6.500718000E1,2.545085500E1,-1.065791058E0,1.342395544E0,2.910499878E2,1.899999976E0,1.380000019E1
6.646477267E2,6.500718500E1,2.545083333E1,-7.657944696E-1,1.291952729E0,3.015899963E2,1.899999976E0,1.400000000E1
6.656477267E2,6.500719333E1,2.545080833E1,-6.657994220E-1,1.307909131E0,3.118099976E2,1.899999976E0,1.350000000E1
6.666477267E2,6.500720333E1,2.545078333E1,-5.658050345E-1,1.301732540E0,3.032399902E2,1.899999976E0,1.360000038E1
6.676477267E2,6.500720833E1,2.545075833E1,-3.658086677E-1,1.299673557E0,2.985100098E2,2.000000000E0,1.380000019E1
6.686477267E2,6.500721500E1,2.545072500E1,-2.658135123E-1,1.333130598E0,3.000199890E2,1.899999976E0,1.389999962E1
6.696477267E2,6.500722167E1,2.545069667E1,-4.658180265E-1,1.308938622E0,3.045700073E2,1.899999976E0,1.350000000E1
6.706477267E2,6.500722667E1,2.545067500E1,-7.658214399E-1,1.286805511E0,2.963699951E2,2.000000000E0,1.360000038E1
6.716477267E2,6.500723333E1,2.545065167E1,-9.658256239E-1,1.282173038E0,2.969299927E2,2.000000000E0,1.380000019E1
6.726477267E2,6.500724333E1,2.545062167E1,-8.658315695E-1,1.317174196E0,3.134599915E2,2.000000000E0,1.389999962E1
6.736477267E2,6.500725333E1,2.545059333E1,-7.658374053E-1,1.351660609E0,3.068599854E2,2.000000000E0,1.410000038E1
6.746477267E2,6.500726000E1,2.545057167E1,-6.658414799E-1,1.374823093E0,3.156799927E2,2.000000000E0,1.389999962E1
6.756477267E2,6.500726500E1,2.545054500E1,-4.658452256E-1,1.363499165E0,3.054599915E2,2.000000000E0,1.380000019E1
6.766477267E2,6.500727000E1,2.545052167E1,-2.658487508E-1,1.360925555E0,3.034700012E2,2.000000000E0,1.389999962E1
6.776477267E2,6.500727667E1,2.545049500E1,-2.658531571E-1,1.371219993E0,3.154400024E2,2.000000000E0,1.450000000E1
6.786477267E2,6.500728167E1,2.545046833E1,3.414309653E-2,1.319233060E0,3.053999939E2,2.000000000E0,1.500000000E1
6.796477267E2,6.500728500E1,2.545044167E1,4.341400103E-1,1.318203568E0,3.066199951E2,2.000000000E0,1.480000019E1
6.806477267E2,6.500729333E1,2.545041833E1,7.341351635E-1,1.337248325E0,3.192200012E2,2.000000000E0,1.460000038E1
6.816477267E2,6.500730000E1,2.545039333E1,8.341308664E-1,1.311512232E0,3.062799988E2,2.000000000E0,1.489999962E1
6.826477267E2,6.500731000E1,2.545037333E1,7.341255792E-1,1.249230862E0,3.127500000E2,2.000000000E0,1.450000000E1
6.836477267E2,6.500731833E1,2.545035333E1,6.341209521E-1,1.259525299E0,3.147099915E2,2.000000000E0,1.380000019E1
6.846477267E2,6.500732667E1,2.545032833E1,7.341159936E-1,1.318718314E0,3.075499878E2,2.000000000E0,1.369999981E1
6.856477267E2,6.500733500E1,2.545030167E1,5.341109242E-1,1.318718314E0,3.011700134E2,2.000000000E0,1.389999962E1
6.866477267E2,6.500734167E1,2.545027167E1,6.341062943E-1,1.329012752E0,2.893900146E2,2.000000000E0,1.360000038E1
6.876477267E2,6.500735000E1,2.545023500E1,1.034100562E0,1.299158931E0,2.938299866E2,1.899999976E0,1.369999981E1
6.886477267E2,6.500736000E1,2.545020333E1,1.534094499E0,1.331586361E0,3.045599976E2,2.000000000E0,1.419999981E1
6.896477267E2,6.500736833E1,2.545018000E1,1.734089649E0,1.348057508E0,3.047900085E2,2.000000000E0,1.460000038E1
6.906477267E2,6.500737333E1,2.545015000E1,1.934085678E0,1.343425035E0,3.008500061E2,2.000000000E0,1.550000000E1
6.916477267E2,6.500737833E1,2.545012000E1,2.334081707E0,1.350116372E0,2.982799988E2,2.000000000E0,1.439999962E1
6.926477267E2,6.500738333E1,2.545009667E1,2.534078178E0,1.342395544E0,2.918099976E2,2.000000000E0,1.460000038E1
6.936477267E2,6.500739167E1,2.545007333E1,2.534073327E0,1.316659451E0,3.053699951E2,2.000000000E0,1.469999981E1
6.946477267E2,6.500739833E1,2.545004833E1,2.734069026E0,1.274966955E0,3.121300049E2,2.000000000E0,1.469999981E1
6.956477267E2,6.500740167E1,2.545001667E1,2.734065604E0,1.287320256E0,3.020199890E2,2.000000000E0,1.500000000E1
6.966477267E2,6.500741167E1,2.544998667E1,2.734059649E0,1.303791404E0,3.076499939E2,2.000000000E0,1.530000019E1
6.976477267E2,6.500742000E1,2.544996000E1,2.734054575E0,1.307394385E0,2.988999939E2,2.000000000E0,1.569999981E1
6.986477267E2,6.500742167E1,2.544993333E1,2.434052145E0,1.298644185E0,2.892200012E2,2.000000000E0,1.550000000E1
6.996477267E2,6.500743167E1,2.544990500E1,2.234046299E0,1.303276658E0,2.947799988E2,2.000000000E0,1.569999981E1
7.006477267E2,6.500743833E1,2.544988833E1,1.834042549E0,1.294526339E0,3.037099915E2,2.000000000E0,1.560000038E1
7.016477267E2,6.500744333E1,2.544985833E1,1.834038576E0,1.285776138E0,2.910899963E2,2.000000000E0,1.530000019E1
7.026477267E2,6.500744667E1,2.544983000E1,1.534035373E0,1.319233060E0,2.935400085E2,1.899999976E0,1.530000019E1
7.036477267E2,6.500744667E1,2.544979667E1,1.434033162E0,1.344969153E0,2.862000122E2,1.899999976E0,1.629999924E1
7.046477267E2,6.500745000E1,2.544977000E1,1.134030070E0,1.342910290E0,2.944700012E2,1.899999976E0,1.689999962E1
7.056477267E2,6.500745500E1,2.544974833E1,9.340266485E-1,1.306365013E0,2.982099915E2,1.899999976E0,1.580000019E1
7.066477267E2,6.500745667E1,2.544972833E1,6.340246601E-1,1.263643026E0,2.850599976E2,1.899999976E0,1.589999962E1
7.076477267E2,6.500746167E1,2.544970000E1,6.340207958E-1,1.253348589E0,2.806700134E2,1.899999976E0,1.629999924E1
7.086477267E2,6.500746500E1,2.544967000E1,6.340174821E-1,1.225553632E0,2.728099976E2,2.000000000E0,1.639999962E1
7.096477267E2,6.500746333E1,2.544964500E1,7.340164846E-1,1.189008355E0,2.609400024E2,2.000000000E0,1.689999962E1
7.106477267E2,6.500746333E1,2.544961667E1,1.034014604E0,1.148859978E0,2.725899963E2,2.099999905E0,1.689999962E1
7.116477267E2,6.500746333E1,2.544959500E1,1.234013167E0,1.086063862E0,2.609599915E2,2.099999905E0,1.700000000E1
7.126477267E2,6.500746333E1,2.544957500E1,1.634011840E0,9.841488600E-1,2.482299957E2,2.099999905E0,1.720000076E1
7.136477267E2,6.500746333E1,2.544956333E1,1.934011065E0,8.657627702E-1,2.577300110E2,2.200000048E0,1.760000038E1
7.146477267E2,6.500746333E1,2.544954833E1,2.334010070E0,7.746569514E-1,2.275899963E2,2.299999952E0,1.779999924E1
7.156477267E2,6.500746500E1,2.544953167E1,2.634008302E0,0.000000000E0,2.275899963E2,2.299999952E0,1.800000000E1
7.166477267E2,6.500747000E1,2.544951667E1,2.934005322E0,0.000000000E0,2.275899963E2,2.400000095E0,1.820000076E1
7.176477267E2,6.500747000E1,2.544951500E1,2.934005211E0,0.000000000E0,2.275899963E2,2.500000000E0,1.850000000E1
7.186477267E2,6.500746333E1,2.544949833E1,3.434006752E0,4.740591645E-1,2.276999969E2,2.599999905E0,1.839999962E1
7.196477267E2,6.500745500E1,2.544947500E1,-4.659914876E-1,0.000000000E0,2.276999969E2,2.599999905E0,1.779999924E1
7.206477267E2,6.500745833E1,2.544947167E1,-1.865993032E0,0.000000000E0,2.276999969E2,2.700000048E0,1.820000076E1
7.216477267E2,6.500745500E1,2.544944000E1,-2.565993810E0,0.000000000E0,2.276999969E2,2.799999952E0,1.800000000E1
7.226477267E2,6.500745333E1,2.544942667E1,-3.165994033E0,0.000000000E0,2.276999969E2,2.900000095E0,1.850000000E1
7.236477267E2,6.500745167E1,2.544941333E1,-3.565994256E0,0.000000000E0,2.276999969E2,3.099999905E0,1.879999924E1
7.246477267E2,6.500744667E1,2.544940500E1,-3.765992823E0,0.000000000E0,2.276999969E2,3.200000048E0,1.920000076E1
7.256477267E2,6.500746667E1,2.544941167E1,-3.966000323E0,0.000000000E0,2.276999969E2,3.400000095E0,1.910000038E1
7.266477267E2,6.500747833E1,2.544939667E1,-4.266005951E0,0.000000000E0,2.276999969E2,3.599999905E0,1.929999924E1
7.276477267E2,6.500748833E1,2.544938333E1,-4.166010807E0,0.000000000E0,2.276999969E2,3.900000095E0,1.679999924E1
7.286477267E2,6.500750167E1,2.544937500E1,-4.366016656E0,0.000000000E0,2.276999969E2,4.199999809E0,1.689999962E1
7.296477267E2,6.500752667E1,2.544937667E1,-4.466026473E0,0.000000000E0,2.276999969E2,4.599999905E0,1.700000000E1
7.306477267E2,6.500754000E1,2.544936333E1,-4.566032654E0,0.000000000E0,2.276999969E2,4.900000095E0,1.710000038E1
7.316477267E2,6.500754167E1,2.544935333E1,-4.666033980E0,0.000000000E0,2.276999969E2,5.300000191E0,1.700000000E1
7.326477267E2,6.500755500E1,2.544932000E1,-4.766041490E0,0.000000000E0,2.276999969E2,5.400000095E0,1.700000000E1
7.336477267E2,6.500754167E1,2.544932500E1,-4.766035862E0,0.000000000E0,2.276999969E2,5.699999809E0,1.710000038E1
7.346477267E2,6.500754333E1,2.544930167E1,-4.766038074E0,0.000000000E0,2.276999969E2,6.000000000E0,1.610000038E1
7.356477267E2,6.500755167E1,2.544933000E1,-4.866039502E0,0.000000000E0,2.276999969E2,6.199999809E0,1.610000038E1
